1.000000000000000000e+00 -5.939282677741718197e-02 -1.469999363350829764e-02 -1.469994002736642325e-02
1.006938631476027579e+00 -5.939000104932087160e-02 -1.469807926730888961e-02 -1.469802415804662490e-02
1.013925407558815106e+00 -5.938713604190160034e-02 -1.469613829638654993e-02 -1.469608164185986880e-02
1.020960662306046762e+00 -5.938423121014375222e-02 -1.469417035176250746e-02 -1.469411210864591741e-02
1.028044732093309266e+00 -5.938128600149715497e-02 -1.469217505936173951e-02 -1.469211518311512935e-02
1.035177955630176339e+00 -5.937829985577366271e-02 -1.469015203994353778e-02 -1.469009048477818574e-02
1.042360673976401531e+00 -5.937527220504267012e-02 -1.468810090903060507e-02 -1.468803762787415298e-02
1.049593230558227397e+00 -5.937220247352461427e-02 -1.468602127683721857e-02 -1.468595622129773362e-02
1.056875971184804142e+00 -5.936909007748343570e-02 -1.468391274819700817e-02 -1.468384586852591704e-02
1.064209244064724169e+00 -5.936593442511771401e-02 -1.468177492248894100e-02 -1.468170616754312097e-02
1.071593399822671211e+00 -5.936273491644977057e-02 -1.467960739356300934e-02 -1.467953671076559913e-02
1.079028791516184027e+00 -5.935949094321391756e-02 -1.467740974966432257e-02 -1.467733708496460517e-02
1.086515774652538235e+00 -5.935620188874274339e-02 -1.467518157335697022e-02 -1.467510687118901008e-02
1.094054707205742716e+00 -5.935286712785219077e-02 -1.467292244144577894e-02 -1.467284564468601497e-02
1.101645949633656585e+00 -5.934948602672478896e-02 -1.467063192489809903e-02 -1.467055297482165906e-02
1.109289864895222744e+00 -5.934605794279159546e-02 -1.466830958876382159e-02 -1.466822842499962767e-02
1.116986818467823106e+00 -5.934258222461226417e-02 -1.466595499209474678e-02 -1.466587155257940631e-02
1.124737178364751733e+00 -5.933905821175380207e-02 -1.466356768786253144e-02 -1.466348190879291843e-02
1.132541315152811867e+00 -5.933548523466754265e-02 -1.466114722287586124e-02 -1.466105903866032206e-02
1.140399601970032650e+00 -5.933186261456432214e-02 -1.465869313769620381e-02 -1.465860248090445489e-02
1.148312414543511073e+00 -5.932818966328832350e-02 -1.465620496655274663e-02 -1.465611176786435488e-02
1.156280131207375828e+00 -5.932446568318891500e-02 -1.465368223725599037e-02 -1.465358642540738783e-02
1.164303132920876616e+00 -5.932068996699105257e-02 -1.465112447111030503e-02 -1.465102597284035323e-02
1.172381803286598911e+00 -5.931686179766353789e-02 -1.464853118282507215e-02 -1.464842992281905829e-02
1.180516528568805068e+00 -5.931298044828605537e-02 -1.464590188042509331e-02 -1.464579778125718774e-02
1.188707697711903322e+00 -5.930904518191384284e-02 -1.464323606515959345e-02 -1.464312904723369738e-02
1.196955702359043361e+00 -5.930505525144121742e-02 -1.464053323140949124e-02 -1.464042321289843809e-02
1.205260936870842459e+00 -5.930100989946255480e-02 -1.463779286659464517e-02 -1.463767976337763087e-02
1.213623798344240834e+00 -5.929690835813197780e-02 -1.463501445107848707e-02 -1.463489817667683671e-02
1.222044686631488242e+00 -5.929274984902086626e-02 -1.463219745807245280e-02 -1.463207792358353979e-02
1.230524004359261570e+00 -5.928853358297371534e-02 -1.462934135353851847e-02 -1.462921846756782759e-02
1.239062156947916327e+00 -5.928425875996171796e-02 -1.462644559609085557e-02 -1.462631926468218289e-02
1.247659552630869584e+00 -5.927992456893477202e-02 -1.462350963689599062e-02 -1.462337976345963637e-02
1.256316602474120581e+00 -5.927553018767119791e-02 -1.462053291957132045e-02 -1.462039940481030600e-02
1.265033720395903449e+00 -5.927107478262573503e-02 -1.461751488008302714e-02 -1.461737762191723383e-02
1.273811323186478495e+00 -5.926655750877535961e-02 -1.461445494664200505e-02 -1.461431384013020529e-02
1.282649830528060475e+00 -5.926197750946304854e-02 -1.461135253959876083e-02 -1.461120747685842360e-02
1.291549665014883885e+00 -5.925733391623948243e-02 -1.460820707133668635e-02 -1.460805794146158819e-02
1.300511252173409016e+00 -5.925262584870265997e-02 -1.460501794616411025e-02 -1.460486463513958888e-02
1.309535020482667234e+00 -5.924785241433560418e-02 -1.460178456020490984e-02 -1.460162695082081394e-02
1.318621401394748593e+00 -5.924301270834135547e-02 -1.459850630128765002e-02 -1.459834427304874428e-02
1.327770829355429782e+00 -5.923810581347657006e-02 -1.459518254883306401e-02 -1.459501597786704713e-02
1.336983741824946614e+00 -5.923313079988201668e-02 -1.459181267374052259e-02 -1.459164143270337381e-02
1.346260579298909965e+00 -5.922808672491157445e-02 -1.458839603827245812e-02 -1.458821999625118868e-02
1.355601785329368481e+00 -5.922297263295878134e-02 -1.458493199593790916e-02 -1.458475101835054848e-02
1.365007806546014058e+00 -5.921778755528074589e-02 -1.458141989137375256e-02 -1.458123383986659541e-02
1.374479092677537428e+00 -5.921253050982021315e-02 -1.457785906022524523e-02 -1.457766779256711859e-02
1.384016096573131405e+00 -5.920720050102491749e-02 -1.457424882902426388e-02 -1.457405219899798009e-02
1.393619274224142446e+00 -5.920179651966488849e-02 -1.457058851506626632e-02 -1.457038637235687217e-02
1.403289084785872776e+00 -5.919631754264711304e-02 -1.456687742628601061e-02 -1.456666961636605799e-02
