# -2.302585092994045457 9.2103403719761836044 1000 1
-2.302585092994045457	-6.563524049167259952e-12
-2.2910606430791604637	-6.8731696551201458913e-12
-2.2795361931642750264	-7.1974233141689226485e-12
-2.2680117432493900331	-7.5369741848077249525e-12
-2.2564872933345050399	-7.8925439376225520414e-12
-2.2449628434196200466	-8.2648882890929710918e-12
-2.2334383935047346093	-8.6547986077527178149e-12
-2.221913943589849616	-9.0631035961225542074e-12
-2.2103894936749646227	-9.4906710519902617724e-12
-2.1988650437600796295	-9.9384097127807527874e-12
-2.1873405938451941921	-1.0407271186936274615e-11
-2.1758161439303091989	-1.0898251976411427674e-11
-2.1642916940154242056	-1.1412395594581515436e-11
-2.1527672441005387682	-1.1950794784065158506e-11
-2.141242794185653775	-1.2514593839174788796e-11
-2.1297183442707687817	-1.3104991037931156256e-11
-2.1181938943558837884	-1.3723241188810082309e-11
-2.1066694444409983511	-1.4370658297634512155e-11
-2.0951449945261133578	-1.5048618360279238981e-11
-2.0836205446112283646	-1.5758562287124254782e-11
-2.0720960946963433713	-1.6501998965471269484e-11
-2.060571644781457934	-1.7280508466432451938e-11
-2.0490471948665729407	-1.8095745403106393267e-11
-2.0375227449516879474	-1.8949442447178906462e-11
-2.0259982950368025101	-1.9843414011421890083e-11
-2.0144738451219175168	-2.0779560105916512346e-11
-2.0029493952070325236	-2.175987037619682823e-11
-1.9914249452921475303	-2.2786428331894952804e-11
-1.979900495377262315	-2.3861415774875718845e-11
-1.9683760454623770997	-2.4987117436270825357e-11
-1.9568515955474921064	-2.6165925832268098159e-11
-1.9453271456326068911	-2.7400346348975137742e-11
-1.9338026957177218979	-2.8693002567163903679e-11
-1.9222782458028366825	-3.0046641838212948448e-11
-1.9107537958879516893	-3.1464141123097037785e-11
-1.899229345973066474	-3.2948513106833892681e-11
-1.8877048960581812587	-3.4502912601381913391e-11
-1.8761804461432962654	-3.6130643250597247301e-11
-1.8646559962284112721	-3.7835164551499352821e-11
-1.8531315463135260568	-3.9620099206766654388e-11
-1.8416070963986408415	-4.1489240824087917758e-11
-1.8300826464837558483	-4.3446561978732561375e-11
-1.818558196568870633	-4.5496222656474097185e-11
-1.8070337466539856397	-4.764257909480919187e-11
-1.7955092967391004244	-4.9890193041262996903e-11
-1.7839848468242154311	-5.2243841448454553271e-11
-1.7724603969093302158	-5.4708526626528205888e-11
-1.7609359469944450005	-5.7289486874524893275e-11
-1.7494114970795600073	-5.9992207613288138667e-11
-1.737887047164675014	-6.2822433043563607355e-11
-1.7263625972497897987	-6.5786178354067801774e-11
-1.7148381473349045834	-6.888974250546947076e-11
-1.7033136974200195901	-7.2139721617453035957e-11
-1.6917892475051345968	-7.5543022987312366373e-11
-1.6802647975902493815	-7.9106879769866547555e-11
-1.6687403476753641662	-8.2838866349895395498e-11
-1.657215897760479173	-8.6746914439762921111e-11
-1.6456914478455941797	-9.0839329936437510324e-11
-1.6341669979307087424	-9.5124810573733482263e-11
-1.6226425480158237491	-9.9612464407285205777e-11
-1.6111180981009387558	-1.0431182917153960598e-10
-1.5995936481860535405	-1.0923289254989904329e-10
-1.5880691982711683252	-1.1438611340109254154e-10
-1.576544748356283332	-1.1978244398688426395e-10
-1.5650202984413983387	-1.2543335324835313705e-10
-1.5534958485265131234	-1.3135085118020891962e-10
-1.5419713986116279081	-1.3754751435494095732e-10
-1.5304469486967429148	-1.4403651265104077664e-10
-1.5189224987818579216	-1.5083163724209825796e-10
-1.5073980488669727063	-1.5794732990624774159e-10
-1.4958735989520874909	-1.6539871371824869913e-10
-1.4843491490372024977	-1.7320162518942429052e-10
-1.4728246991223172824	-1.8137264792375381913e-10
-1.4613002492074320671	-1.8992914786163975715e-10
-1.4497757992925470738	-1.9888931018624281687e-10
-1.4382513493776620805	-2.0827217797081174187e-10
-1.4267268994627768652	-2.1809769264913142091e-10
-1.4152024495478916499	-2.2838673639508950917e-10
-1.4036779996330066567	-2.3916117650141727883e-10
-1.3921535497181216634	-2.5044391185190757982e-10
-1.3806290998032364481	-2.6225892158586098116e-10
-1.3691046498883512328	-2.746313160581686037e-10
-1.3575801999734662395	-2.8758739020332160654e-10
-1.3460557500585812463	-3.0115467941673820181e-10
-1.3345313001436958089	-3.1536201807215325765e-10
-1.3230068502288108157	-3.302396007994112968e-10
-1.3114824003139258224	-3.4581904665287978249e-10
-1.2999579503990406071	-3.6213346630682004772e-10
-1.2884335004841556138	-3.792175324205072491e-10
-1.2769090505692703985	-3.971075533226145675e-10
-1.2653846006543851832	-4.158415501714195449e-10
-1.2538601507395001899	-4.3545933775480012444e-10
-1.2423357008246149746	-4.5600260910169433663e-10
-1.2308112509097299814	-4.7751502408480663348e-10
-1.2192868009948447661	-5.0004230220283457068e-10
-1.2077623510799597728	-5.2363231973933913018e-10
-1.1962379011650745575	-5.4833521150471903478e-10
-1.1847134512501895642	-5.7420347737744551437e-10
-1.1731890013353043489	-6.0129209387094646589e-10
-1.1616645514204193557	-6.29658630963171145e-10
-1.1501401015055341404	-6.5936337443708635305e-10
-1.1386156515906491471	-6.9046945399200923124e-10
